sample	chr	state	seg_id	min_start	max_end	mean_copy
40	20	2	866	1	63500000	0.0586350420328984
40	19	2	867	1	59500000	0.0843206184856361
40	22	3	868	1	51500000	0.0872949440724793
40	21	2	869	1	48500000	0.0221674166308681
71	1	3	870	1	56500000	0.304020071086743
71	1	2	871	56500001	249500000	0.0563953278419408
71	2	2	872	1	38000000	0.0876802476974539
71	2	1	873	38000001	50000000	-0.796502604434161
71	2	2	874	50000001	243500000	0.056081784657705
71	3	2	875	1	198500000	0.0267202607327877
71	4	2	876	1	191500000	0.053142273754838
71	5	2	877	1	181000000	0.0187328110726903
71	6	2	878	1	171500000	0.0231253705854523
71	7	2	879	1	159500000	0.0478083466282925
71	8	2	881	1	146500000	0.00278232383237163
71	9	2	882	1	141500000	0.0430391706930503
71	10	2	883	1	136000000	-0.00290796740896029
71	11	2	884	1	135500000	0.00808238525888498
71	12	2	885	1	134000000	0.044511893310017
71	13	2	886	1	47500000	-0.0659536510903817
71	13	1	887	47500001	59500000	-0.86684482843082
71	13	2	888	59500001	115500000	0.0402249617217279
71	14	2	889	1	107500000	0.128534600105429
71	15	2	890	1	103000000	0.0478009881274702
71	16	2	891	1	90500000	0.0680525155004515
71	17	2	892	1	81500000	0.0435565063933138
71	18	2	893	1	78500000	-0.010788639960547
71	20	3	894	1	63500000	0.104544630143294
71	19	3	895	1	59500000	0.140750458498291
71	22	3	896	1	51500000	0.107974024009134
71	21	2	897	1	48500000	-0.0475691658334906
26	1	2	898	1	249500000	0.0752594258551957
26	2	2	899	1	38500000	-0.0125240927403729
26	2	1	900	38500001	49500000	-0.758737511577846
26	2	2	901	49500001	243500000	0.110081038927186
26	3	2	902	1	198500000	0.00819608921295044
26	4	2	903	1	191500000	0.0100957899220706
26	5	2	904	1	181000000	0.0158211601419434
26	6	2	905	1	171500000	-0.00564172711452144
26	7	2	906	1	159500000	0.0113406472978439
26	8	2	908	1	98500000	-0.00513812632560108
26	8	4	909	98500001	118000000	0.605435363107154
26	8	4	910	118000001	146500000	0.440635620187604
26	9	2	911	1	71000000	0.0870900076115591
26	9	4	912	71000001	84500000	0.645538638162341
26	9	4	913	84500001	141500000	0.459206438559536
26	10	2	914	1	136000000	-0.0631442004299086
26	11	2	915	1	135500000	-0.0296150519830527
26	12	2	916	1	134000000	-0.0339615775492202
26	13	2	917	1	47000000	-0.0876764255268797
26	13	1	918	47000001	59500000	-0.854853349012381
26	13	2	919	59500001	115500000	-0.0323694388149507
26	14	2	920	1	107500000	-0.0465638524247246
26	15	2	921	1	103000000	-0.00210009606553862
26	16	2	922	1	90500000	0.0991135748272027
26	17	2	923	1	81500000	-0.0158641046730795
26	18	2	924	1	78500000	0.0133994026936028
26	20	2	925	1	63500000	-0.0398942904885137
26	19	2	926	1	59500000	-0.0628998555484259
26	22	2	927	1	51500000	-0.0616545413400064
26	21	2	928	1	48500000	-0.0150373714447789
76	1	3	929	1	66000000	0.159384816655544
76	1	2	930	66000001	110500000	-0.0380929468224489
76	1	3	931	110500001	249500000	0.124155667721709
76	2	2	932	1	38500000	-0.0081273967404034
76	2	1	933	38500001	50000000	-0.816380673132271
76	2	2	934	50000001	243500000	0.00732354194396883
76	3	2	935	1	198500000	-0.00832925486616169
76	4	2	936	1	191500000	-0.063676916305107
76	5	2	937	1	181000000	-0.0138699168219342
76	6	2	938	1	171500000	0.000290584005874506
76	7	2	939	1	159500000	0.0347312259123729
76	8	2	941	1	146500000	-0.0027785581882903
76	9	2	942	1	141500000	0.0356475249332344
76	10	2	943	1	136000000	0.0343206591986343
76	11	2	944	1	135500000	0.00328277794877631
76	12	2	945	1	134000000	0.00904655615143697
76	13	2	946	1	47500000	0.068866114365325
76	13	1	947	47500001	59500000	-0.806731730628309
76	13	2	948	59500001	115500000	-0.0564840900314131
76	14	2	949	1	107500000	0.0210917886800291
76	15	2	950	1	103000000	0.0642968900350601
76	16	3	951	1	90500000	0.143205428931389
76	17	2	952	1	81500000	0.0305314531650659
76	18	2	953	1	78500000	0.0281394424492906
76	20	2	954	1	63500000	0.0588157966572188
76	19	2	955	1	59500000	-0.00748814355933577
76	22	2	956	1	51500000	-0.0111754876915742
76	21	2	957	1	48500000	-0.0658225005699044
88	1	3	958	1	249500000	0.128968373175526
88	2	2	959	1	243500000	0.0295594829360105
88	3	2	960	1	198500000	0.0407448110113958
88	4	2	961	1	191500000	-0.00117327238911974
88	5	2	962	1	181000000	-0.042232392768452
88	6	2	963	1	171500000	0.0224918166010729
88	7	2	964	1	159500000	-0.0353958967730325
88	8	2	968	1	146500000	-0.0270352029304473
88	9	2	969	1	141500000	0.00658431521927422
88	10	2	970	1	136000000	0.0381104924329945
88	11	2	971	1	135500000	-0.00518865736635639
88	12	2	972	1	134000000	0.00354202327924185
88	13	2	973	1	115500000	-0.0355056911409082
88	14	2	974	1	107500000	0.0724854689351089
88	15	2	975	1	103000000	0.0254546935815541
88	16	2	976	1	90500000	0.0377887071030004
88	17	2	977	1	81500000	-0.0959945376800835
88	18	2	978	1	78500000	-0.0420828923701856
88	20	2	979	1	63500000	-0.0013749226791539
88	19	2	980	1	59500000	-0.0462501372268239
88	22	1	981	1	51500000	-0.0949023320586893
88	21	2	982	1	48500000	-0.0015408125979386
59	1	2	983	1	249500000	0.0173940509430762
59	2	2	984	1	243500000	0.0221887254889874
59	3	2	985	1	198500000	0.0530611590570143
59	4	2	986	1	191500000	0.0463538319132651
59	5	2	987	1	181000000	0.0316967437602357
59	6	2	988	1	171500000	0.0187906089273492
59	7	2	989	1	159500000	0.028260710201332
59	8	2	993	1	146500000	0.0199807356736206
59	9	2	994	1	141500000	-0.0140400947133183
59	10	2	995	1	136000000	-0.0209668314663263
59	11	2	996	1	135500000	-0.0141150577092823
59	12	2	997	1	134000000	0.0160836712399646
59	13	2	998	1	115500000	-0.00409834932376345
59	14	2	999	1	107500000	0.0117065212945226
59	15	2	1000	1	103000000	-0.0124803455733113
59	16	2	1001	1	90500000	0.0165456264806136
59	17	2	1002	1	81500000	-0.113446349791582
59	18	2	1003	1	78500000	0.00910933675152592
59	20	2	1004	1	63500000	-0.0124784258072447
59	19	2	1005	1	59500000	-0.0821448485376331
59	22	2	1006	1	51500000	-0.151588209263274
59	21	2	1007	1	48500000	-0.0353202323681753
67	1	2	1008	1	249500000	0.0183000502907067
67	2	2	1009	1	243500000	0.0329968684409155
67	3	2	1010	1	198500000	0.0591242383561983
67	4	2	1011	1	191500000	0.0818246345330357
67	5	2	1012	1	181000000	0.0417780243743065
67	6	2	1013	1	171500000	0.00811218936051685
67	7	2	1014	1	159500000	0.0335799738253952
67	8	2	1018	1	146500000	0.00530168278968306
67	9	2	1019	1	141500000	0.00444466851026087
67	10	2	1020	1	136000000	-0.0392700295147079
67	11	2	1021	1	135500000	0.00201585964014188
67	12	2	1022	1	134000000	0.00888850515141798
67	13	2	1023	1	115500000	0.0135334293706542
67	14	2	1024	1	107500000	0.022312169395975
67	15	2	1025	1	103000000	-0.0646742369546341
67	16	2	1026	1	90500000	-0.0101414462195282
67	17	2	1027	1	81500000	-0.0585392687700601
67	18	2	1028	1	78500000	-0.0251067065486715
67	20	2	1029	1	63500000	-0.0317202511776462
67	19	2	1030	1	59500000	-0.00364563724762914
67	22	2	1031	1	51500000	-0.0870023401494093
67	21	2	1032	1	48500000	0.0166341277677454
32	1	2	1033	1	249500000	0.0208681327594118
32	2	2	1034	1	243500000	0.0116032256243483
32	3	2	1035	1	198500000	0.00960695814137975
32	4	2	1036	1	191500000	-0.0267762549011722
32	5	2	1037	1	181000000	0.00167287193915622
32	6	2	1038	1	171500000	-0.0533580561845966
32	7	2	1039	1	159500000	0.00549941965726166
32	8	2	1042	1	146500000	-0.00540135869357968
32	9	2	1043	1	141500000	0.0199846693174696
32	10	2	1044	1	136000000	0.0308134859587682
32	11	2	1045	1	135500000	-0.0184500504716096
32	12	2	1046	1	134000000	-0.0150347779372517
32	13	2	1047	1	115500000	-0.0101183798184653
32	14	2	1048	1	107500000	0.0292508367975537
32	15	2	1049	1	103000000	0.0183103181134884
32	16	2	1050	1	90500000	0.026732244670107
32	17	2	1051	1	81500000	-0.064967561025639
32	18	2	1052	1	78500000	0.0140462268183283
32	20	2	1053	1	63500000	0.0148296179203227
32	19	2	1054	1	59500000	-0.0686521645116497
32	22	2	1055	1	51500000	-0.0691417537530026
32	21	2	1056	1	48500000	-0.0296500413559768
49	1	2	1057	1	249500000	0.0542309326975576
49	2	2	1058	1	243500000	0.0242809224588503
49	3	2	1059	1	198500000	0.0400437269967648
49	4	2	1060	1	191500000	0.0302240516157553
49	5	2	1061	1	181000000	0.0423437101308973
49	6	2	1062	1	171500000	-0.0297199562669151
49	7	2	1063	1	159500000	-0.00756840215744512
49	8	2	1066	1	146500000	0.0390919402275015
49	9	2	1067	1	141500000	0.0600725636635062
49	10	2	1068	1	136000000	-0.0120590128068238
49	11	2	1069	1	135500000	-0.00342695834783649
49	12	2	1070	1	134000000	-0.014688077390477
49	13	2	1071	1	115500000	-0.0291654909339708
49	14	2	1072	1	107500000	0.0704146842629255
49	15	2	1073	1	103000000	0.0721124020068096
49	16	2	1074	1	90500000	0.0192477190247237
49	17	2	1075	1	81500000	-0.123671747127805
49	18	2	1076	1	78500000	-0.00425574274954304
49	20	2	1077	1	63500000	-0.0709119357121894
49	19	2	1078	1	59500000	-0.0126539718495313
49	22	2	1079	1	51500000	-0.205578043533649
49	21	2	1080	1	48500000	0.00151667272219738
45	1	2	1081	1	249500000	0.0786736308269775
45	2	2	1082	1	25000000	0.0410428552033484
45	2	1	1083	25000001	50000000	-0.509666491358403
45	2	3	1084	50000001	243500000	0.100603720942615
45	3	2	1085	1	75000000	0.00223133832474398
45	3	3	1086	75000001	176000000	0.21283900418979
45	3	2	1087	176000001	198500000	-0.0309175011683559
45	4	2	1088	1	191500000	0.101840954558093
45	5	2	1089	1	181000000	0.0659399711926278
45	6	2	1090	1	171500000	-0.00738978031599648
45	7	2	1091	1	159500000	0.0621403789877231
45	8	2	1093	1	146500000	-0.0383570877058171
45	9	2	1094	1	141500000	-0.042271453709723
45	10	2	1095	1	136000000	-0.0687672023653677
45	11	2	1096	1	135500000	0.00984757625377471
45	12	2	1097	1	134000000	-0.0024309430330822
45	13	2	1098	1	115500000	-0.0456127822839399
45	14	2	1099	1	107500000	0.0623456922043306
45	15	2	1100	1	103000000	-0.0421928453809698
45	16	2	1101	1	90500000	0.0438088851935541
45	17	2	1102	1	81500000	-0.135656679304922
45	18	2	1103	1	78500000	-0.00264796307260871
45	20	2	1104	1	63500000	-0.0900643921090225
45	19	2	1105	1	59500000	-0.136604654794384
45	22	2	1106	1	51500000	-0.10946007170058
45	21	2	1107	1	48500000	0.0575252614804065
10	1	2	1108	1	249500000	0.0774974271428028
10	2	2	1109	1	243500000	0.00214962913457118
10	3	2	1110	1	198500000	0.0366132606118079
10	4	2	1111	1	191500000	-0.0119280682953311
10	5	2	1112	1	181000000	0.0298166238070977
10	6	2	1113	1	171500000	-0.00181793044091725
10	7	2	1114	1	159500000	-0.0221295303248727
10	8	2	1119	1	146500000	-0.00295961542597243
10	9	2	1120	1	141500000	0.0472793975357094
10	10	2	1121	1	136000000	0.0594436324842092
10	11	2	1122	1	135500000	-0.0294712440104356
10	12	2	1123	1	134000000	-0.025345278869972
10	13	2	1124	1	115500000	-0.000562485025132264
10	14	2	1125	1	107500000	0.0692295459269624
10	15	2	1126	1	103000000	0.00857846773913515
10	16	2	1127	1	90500000	0.0505367112157261
10	17	2	1128	1	81500000	-0.118608559873347
10	18	2	1129	1	78500000	-0.00787344956776667
10	20	2	1130	1	63500000	-0.0700403732947911
10	19	2	1131	1	59500000	-0.120191957611843
10	22	2	1132	1	51500000	-0.117481433370298
10	21	2	1133	1	48500000	-0.0335918900439298
37	1	2	1134	1	249500000	0.0186573895334001
37	2	2	1135	1	39000000	-0.0117555766559205
37	2	0	1136	39000001	50000000	-0.988191775335743
37	2	2	1137	50000001	243500000	0.0373111021774377
37	3	2	1138	1	198500000	0.0686164624509118
37	4	2	1139	1	191500000	0.0551754514378262
37	5	2	1140	1	181000000	0.0278971605971725
37	6	2	1141	1	171500000	-0.0102309902077007
37	7	2	1142	1	159500000	0.0125202711607132
37	8	2	1144	1	146500000	0.0634305842265799
37	9	2	1145	1	141500000	-0.000556572058866603
37	10	2	1146	1	136000000	-0.0338677543558393
37	11	2	1147	1	135500000	0.020612827513767
37	12	2	1148	1	134000000	0.0257712179221312
37	13	2	1149	1	47500000	0.0740704210726711
37	13	0	1150	47500001	64500000	-0.665405941587097
37	13	2	1151	64500001	115500000	-0.037122242562925
37	14	2	1152	1	107500000	0.00619308654188468
37	15	2	1153	1	103000000	0.0196162492485677
37	16	2	1154	1	90500000	0.0295400057366777
37	17	2	1155	1	81500000	-0.0495066358229202
37	18	2	1156	1	78500000	0.0327296319943597
37	20	2	1157	1	63500000	-0.0667795318640101
37	19	2	1158	1	59500000	0.052519260673035
37	22	2	1159	1	51500000	-0.105933531045454
37	21	2	1160	1	48500000	-0.0574954305152638
50	1	2	1161	1	249500000	0.00791903483942671
50	2	2	1162	1	39000000	-0.105197708436715
50	2	1	1163	39000001	50500000	-0.861019929301508
50	2	2	1164	50500001	243500000	0.0692926123069691
50	3	2	1165	1	198500000	0.0329356879625051
50	4	2	1166	1	191500000	0.0338747406499748
50	5	2	1167	1	181000000	0.0781553369229756
50	6	2	1168	1	45000000	-0.0389159817922544
50	6	3	1169	45000001	155500000	0.207084942911529
50	6	2	1170	155500001	171500000	-0.126150791918372
50	7	2	1171	1	159500000	0.0554243601429933
50	8	2	1173	1	146500000	0.00885004761807732
50	9	2	1174	1	141500000	0.00586021441076214
50	10	2	1175	1	136000000	-0.0268147797469021
50	11	2	1176	1	135500000	-0.0285013371406826
50	12	2	1177	1	134000000	0.0225820985467028
50	13	2	1178	1	48000000	-0.0316280098945956
50	13	1	1179	48000001	59500000	-0.771606147170824
50	13	3	1180	59500001	115500000	0.169632142738488
50	14	3	1181	1	48000000	0.232956866848692
50	14	2	1182	48000001	107500000	-0.0824899419135294
50	15	2	1183	1	103000000	-0.051609291599502
50	16	2	1184	1	90500000	0.0186400291012912
50	17	2	1185	1	81500000	-0.0945666008342617
50	18	2	1186	1	78500000	-0.0143530398879207
50	20	2	1187	1	63500000	-0.104560534836416
50	19	2	1188	1	59500000	-0.0326085367859419
50	22	2	1189	1	51500000	-0.151495553324093
50	21	2	1190	1	48500000	-0.0668894785488877
87	1	1	1191	1	37500000	-0.276690417103772
87	1	2	1192	37500001	249500000	0.046351610968274
87	2	2	1193	1	243500000	-0.0308350096140294
87	3	2	1194	1	198500000	0.0286867533683592
87	4	2	1195	1	191500000	0.0444109327365681
87	5	2	1196	1	181000000	0.0398311781462773
87	6	2	1197	1	171500000	0.0259148857810395
87	7	2	1198	1	159500000	0.0166596324521128
87	8	2	1200	1	146500000	-0.0103194857558895
87	9	2	1201	1	141500000	0.0113063929464887
87	10	2	1202	1	136000000	-0.00113958663404606
87	11	2	1203	1	135500000	-0.0526021614625343
87	12	2	1204	1	134000000	0.0138563454032192
87	13	2	1205	1	115500000	-0.0404240268124896
87	14	2	1206	1	107500000	0.0295009405923458
87	15	2	1207	1	103000000	0.00286299569747345
87	16	2	1208	1	90500000	0.00556814780959989
87	17	2	1209	1	81500000	-0.131658443749903
87	18	2	1210	1	78500000	0.00852292022366907
87	20	2	1211	1	63500000	-0.0517475549140194
87	19	2	1212	1	59500000	-0.110242890793236
87	22	1	1213	1	51500000	-0.255643903526076
87	21	2	1214	1	48500000	0.00414775322381886
35	1	2	1215	1	249500000	0.03263357369485
35	2	2	1216	1	38500000	-0.0374854338733453
35	2	1	1217	38500001	50000000	-0.855735712840603
35	2	2	1218	50000001	243500000	0.0390424635647923
35	3	2	1219	1	198500000	0.0275418050625231
35	4	2	1220	1	191500000	0.039401557878153
35	5	2	1221	1	181000000	0.0236847571835308
35	6	2	1222	1	171500000	0.00892167286634756
35	7	2	1223	1	159500000	0.014579501359877
35	8	2	1225	1	146500000	0.00462268267320088
35	9	2	1226	1	130000000	0.0361448163925238
35	9	0	1227	130000001	141500000	-0.32757488568928
35	10	2	1228	1	136000000	-0.0185930390888076
35	11	2	1229	1	135500000	-0.0081559357647168
35	12	2	1230	1	134000000	0.0136655001244048
35	13	2	1231	1	47500000	-0.0133408009788164
35	13	1	1232	47500001	60000000	-0.805519359033366
35	13	2	1233	60000001	115500000	0.0510754965190591
35	14	2	1234	1	107500000	0.0428053245253926
35	15	2	1235	1	103000000	-0.0174639986801057
35	16	2	1236	1	90500000	0.013833929320449
35	17	2	1237	1	71000000	-0.0473961268202917
35	17	0	1238	71000001	81500000	-0.532894521551449
35	18	2	1239	1	78500000	-0.00229319800509697
35	20	2	1240	1	63500000	0.0139572504246796
35	19	2	1241	1	59500000	-0.0934342933063786
35	22	2	1242	1	51500000	-0.142288882179781
35	21	2	1243	1	48500000	-0.00881479030726294
77	1	2	1244	1	249500000	0.0654801567796092
77	2	2	1245	1	39000000	0.0319547289558401
77	2	1	1246	39000001	50000000	-0.911935849570038
77	2	2	1247	50000001	243500000	0.00392688098283912
77	3	2	1248	1	198500000	-0.020611390855724
77	4	2	1249	1	191500000	-0.00946673716301112
77	5	2	1250	1	181000000	-0.0462082245339087
77	6	2	1251	1	171500000	-0.0272923754299954
77	7	2	1252	1	159500000	-0.00771006294033483
77	8	2	1254	1	146500000	0.00812154677706307
77	9	2	1255	1	141500000	0.0161276295405412
77	10	2	1256	1	136000000	0.0313974624621137
77	11	2	1257	1	135500000	-0.0183938437331201
77	12	2	1258	1	134000000	-0.0210015826641989
77	13	2	1259	1	47500000	-0.00642845041593855
77	13	1	1260	47500001	59500000	-0.908190966081699
77	13	2	1261	59500001	115500000	-0.00354067306160771
77	14	2	1262	1	107500000	0.0644276328748755
77	15	2	1263	1	103000000	0.0258514077650467
77	16	2	1264	1	90500000	0.0349148594497339
77	17	2	1265	1	71500000	-0.120754774630351
77	17	1	1266	71500001	81500000	-0.635655113713726
77	18	2	1267	1	78500000	-0.0248628204305811
77	20	2	1268	1	63500000	0.0401817018957193
77	19	1	1269	1	59500000	-0.140730141994308
77	22	2	1270	1	51500000	-0.111661859616243
77	21	2	1271	1	48500000	-0.0999524290362235
70	1	2	1272	1	249500000	0.0095615455608552
70	2	2	1273	1	38500000	-0.0906365663521489
70	2	1	1274	38500001	50000000	-0.91130148050311
70	2	2	1275	50000001	243500000	0.0378073026210946
70	3	2	1276	1	121000000	0.0385390665622891
70	3	1	1277	121000001	136500000	-0.999328457149898
70	3	2	1278	136500001	198500000	0.0184029258274968
70	4	2	1279	1	191500000	0.0166759542328112
70	5	2	1280	1	181000000	0.0200428005386541
70	6	2	1281	1	171500000	0.00884716113201371
70	7	2	1282	1	159500000	0.00705246875744941
70	8	2	1286	1	146500000	-0.000849040287342788
70	9	2	1287	1	141500000	-0.0181426905810537
70	10	2	1288	1	136000000	-0.0350927990641714
70	11	2	1289	1	135500000	-0.0507335150014095
70	12	2	1290	1	134000000	-0.00696365530108911
70	13	2	1291	1	47500000	-0.00660974899315847
70	13	1	1292	47500001	59500000	-0.833252239950675
70	13	2	1293	59500001	115500000	0.0323868603915819
70	14	2	1294	1	107500000	-0.0140829598473109
70	15	2	1295	1	103000000	-0.0335589116644827
70	16	2	1296	1	90500000	-0.0382020916345692
70	17	2	1297	1	81500000	-0.110035936743893
70	18	2	1298	1	78500000	0.0147341890723557
70	20	2	1299	1	63500000	-0.0686268453041498
70	19	2	1300	1	59500000	-0.0981463747349557
70	22	2	1301	1	51500000	-0.175803616586483
70	21	2	1302	1	48500000	-0.0420665049853189
30	1	2	1303	1	249500000	0.0486574906318608
30	2	2	1304	1	38500000	-0.0161482888727938
30	2	1	1305	38500001	50000000	-0.871968833026643
30	2	2	1306	50000001	243500000	0.0347752578731859
30	3	2	1307	1	198500000	0.0291571631772087
30	4	2	1308	1	191500000	0.0147903581373571
30	5	2	1309	1	181000000	0.00927546625513899
30	6	2	1310	1	171500000	-0.0184000424869522
30	7	2	1311	1	159500000	0.0233599884812133
30	8	2	1313	1	146500000	-0.0271502512131229
30	9	2	1314	1	141500000	-0.00830187913327121
30	10	2	1315	1	136000000	-0.0304739807235398
30	11	2	1316	1	135500000	0.00967804378424238
30	12	2	1317	1	134000000	0.0342939055474322
30	13	2	1318	1	48000000	-0.0664481401000402
30	13	1	1319	48000001	59500000	-0.909354489264489
30	13	2	1320	59500001	115500000	0.0152245950524566
30	14	2	1321	1	107500000	0.0598986310136284
30	15	2	1322	1	103000000	-0.0281477267441226
30	16	2	1323	1	90500000	0.0650242511418155
30	17	2	1324	1	81500000	0.019993081114706
30	18	2	1325	1	78500000	-0.0309598891646778
30	20	2	1326	1	63500000	0.0608860800570041
30	19	2	1327	1	59500000	0.00671301343533229
30	22	2	1328	1	51500000	0.0553747488262844
30	21	2	1329	1	48500000	-0.00493242401122441
47	1	2	1330	1	249500000	0.025921172216613
47	2	2	1331	1	38500000	-0.0339468400770749
47	2	1	1332	38500001	50000000	-0.862828640351012
47	2	2	1333	50000001	243500000	0.0514051630890373
47	3	2	1334	1	198500000	0.0369030145659217
47	4	2	1335	1	191500000	0.0252650575834908
47	5	2	1336	1	181000000	0.0275609087847357
47	6	2	1337	1	171500000	0.0436027974547274
47	7	2	1338	1	159500000	0.0319588451811154
47	8	2	1340	1	146500000	0.0181789938042274
47	9	2	1341	1	141500000	0.030100506696517
47	10	2	1342	1	136000000	-0.0148187777945901
47	11	2	1343	1	135500000	-0.0375901654054424
47	12	2	1344	1	134000000	0.0195043899100484
47	13	2	1345	1	48000000	0.0220587353939678
47	13	1	1346	48000001	59500000	-0.890195120382072
47	13	2	1347	59500001	115500000	-0.00246031168099043
47	14	2	1348	1	107500000	0.0231307811016717
47	15	2	1349	1	103000000	0.0104716119228899
47	16	2	1350	1	90500000	0.00225158631843726
47	17	2	1351	1	81500000	-0.0756149279898912
47	18	2	1352	1	78500000	-0.026256975758368
47	20	2	1353	1	63500000	-0.031258955624885
47	19	2	1354	1	59500000	-0.0244570937049068
47	22	2	1355	1	51500000	-0.188739276607484
47	21	2	1356	1	48500000	-0.044088433478006
63	1	2	1357	1	249500000	0.0157161079305769
63	2	2	1358	1	38000000	-0.0284511813113464
63	2	1	1359	38000001	50000000	-0.874380840520802
63	2	2	1360	50000001	243500000	0.0277296296797067
63	3	2	1361	1	198500000	0.0307549973468271
63	4	2	1362	1	191500000	0.0288884062351948
63	5	2	1363	1	181000000	0.0315114341132653
63	6	2	1364	1	171500000	-0.00197562808830821
63	7	2	1365	1	159500000	0.00216035182257996
63	8	2	1367	1	146500000	0.022531818041071
63	9	2	1368	1	141500000	-0.00472677180598176
63	10	2	1369	1	136000000	-0.0326282975054657
63	11	2	1370	1	135500000	0.0364412466817912
63	12	2	1371	1	134000000	-0.00546579807757907
63	13	2	1372	1	48000000	-0.000232529473298176
63	13	1	1373	48000001	60000000	-0.959985059430553
63	13	2	1374	60000001	115500000	-0.024675548292944
63	14	2	1375	1	107500000	0.0281033800582041
